Directory	ModuleID	ChipSN	RunNumber	RunType	Date	ConfigNumber	Threshold	Voltage	Triggers	EffRaw	EffSignal	EffCorrected	NoiseFraction	AverageRate	SignalRate	Time	ToTDrop	LowPixels	LowPixelsErr
data/cosmicData/MDBM-25/2013-09-20/cosmic_001281	MDBM-25	2199	1281	Efficiency	2013-09-20	7752	1106	800	96840	0.477881	0.474504	0.470609	0.01025	110.189	51.7494	14.6475	0	9104.09	128.32
data/cosmicData/MDBM-25/2013-09-20/cosmic_001282	MDBM-25	2199	1282	Efficiency	2013-09-20	7752	1106	1000	97027	0.494656	0.489925	0.484365	0.0144522	110.317	53.2659	14.6588	0	9146.09	128.483
data/cosmicData/MDBM-25/2013-09-20/cosmic_001283	MDBM-25	2199	1283	Occupancy	2013-09-20	7752	1106	500	5078479	0.195642	0.192078	0.188711	0.0217496	181.291	34.0647	466.882	0	631.75	38.7556
data/cosmicData/MDBM-25/2013-09-21/cosmic_001284	MDBM-25	2199	1284	Efficiency	2013-09-21	7755	1206	800	97409	0.734491	0.730723	0.724602	0.0161003	110.814	79.6703	14.6506	0	9791.62	113.627
data/cosmicData/MDBM-25/2013-09-21/cosmic_001285	MDBM-25	2199	1285	Efficiency	2013-09-21	7757	1501	800	96812	0.676166	0.672778	0.667305	0.0136336	110.093	73.0585	14.6561	0	9330.58	118.271
data/cosmicData/MDBM-25/2013-09-22/cosmic_001305	MDBM-25	2199	1305	Occupancy	2013-09-22	8373	1106	500	679707	0.284124	0.280812	0.277301	0.0217687	204.372	56.1408	55.4305	1	-174.252	37.6165
data/cosmicData/MDBM-25/2013-09-23/cosmic_001304	MDBM-25	2199	1304	Efficiency	2013-09-23	8376	1106	900	99415	0.74191	0.737494	0.73115	0.0154669	112.992	82.042	14.664	0	9438.62	112.062
data/cosmicData/MDBM-25/2013-09-23/cosmic_001305	MDBM-25	2199	1305	Efficiency	2013-09-23	8376	1106	800	104803	0.709856	0.705361	0.699804	0.0132298	113.179	78.7759	15.4332	0	9734.62	113.375
data/cosmicData/MDBM-25/2013-09-23/cosmic_001306	MDBM-25	2199	1306	Efficiency	2013-09-23	8376	1106	500	186709	0.310344	0.308218	0.304441	0.0184545	237.778	71.9348	13.0871	1	7036.09	119.992
data/cosmicData/MDBM-26/2013-09-25/cosmic_001328	MDBM-26	2219	1328	Unknown	2013-09-25	8968	1099	0	100631	0.0751657	0.0739931	0.0722624	0.0390814	901.742	64.1151	1.85993	1	6148.1	130.396
data/cosmicData/MDBM-26/2013-09-25/cosmic_001329	MDBM-26	2219	1329	Unknown	2013-09-25	8968	1099	0	5867047	0.665851	0.494871	0.214025	0.673773	208.033	33.5849	470.042	0	-92.0297	26.0
data/cosmicData/MDBM-26/2013-09-25/cosmic_001330	MDBM-26	2219	1330	Unknown	2013-09-25	8969	1099	0	120133	0.572466	0.568437	0.563191	0.0124326	129.321	72.5966	15.4826	0	10206.6	121.918
data/cosmicData/MDBM-26/2013-09-25/cosmic_001331	MDBM-26	2219	1331	Unknown	2013-09-25	8969	1099	0	9049	0.864515	0.808266	0.655149	0.310911	130.123	72.4742	1.15903	0	8695.1	139.821
data/cosmicData/MDBM-26/2013-09-25/cosmic_001332	MDBM-26	2219	1332	Unknown	2013-09-25	8969	1099	0	114435	0.862927	0.795954	0.615882	0.357589	130.029	66.4879	14.6678	0	9488.62	112.285
data/cosmicData/MDBM-26/2013-09-25/cosmic_001333	MDBM-26	2219	1333	Unknown	2013-09-25	8969	1099	0	33518	0.438242	0.405842	-0.074158	1.05352	128.3	1.64403e+07	4.35412	0	6164.1	130.457
data/cosmicData/MDBM-26/2013-09-25/cosmic_001334	MDBM-26	2219	1334	Unknown	2013-09-25	8969	1099	0	4600448	0.527168	0.274976	-1.06135	1.13785	5233.18	4.88548e+06	14.6515	0	6831.58	107.187
data/cosmicData/MDBM-26/2013-09-25/cosmic_001335	MDBM-26	2219	1335	Unknown	2013-09-25	8969	1099	0	117894	0.917969	0.84794	0.572018	0.505877	129.511	54.2632	15.1717	0	9869.59	109.923
data/cosmicData/MDBM-26/2013-09-25/cosmic_001336	MDBM-26	2219	1336	Unknown	2013-09-25	8969	1099	0	975	0.924103	0.843077	0.575815	0.507299	128.033	53.183	0.12692	0	14188.1	158.25
data/cosmicData/MDBM-26/2013-09-25/cosmic_001337	MDBM-26	2219	1337	Unknown	2013-09-25	8970	1520	0	114073	0.684193	0.680722	0.67422	0.0141786	129.789	87.0974	14.6486	0	10282.6	115.767
data/cosmicData/MDBM-26/2013-09-25/cosmic_001338	MDBM-26	2219	1338	Unknown	2013-09-25	8925	1209	0	27211	0.920143	0.839513	0.504987	0.580459	129.948	45.7691	3.48998	0	9853.16	122.409
data/cosmicData/MDBM-26/2013-09-25/cosmic_001339	MDBM-26	2219	1339	Unknown	2013-09-25	8972	1209	0	87584	0.000274023	9.13409e-05	-0.00015251	1.875	10420.3	5.10992e+08	0.140086	0	15326.1	161.805
data/cosmicData/MDBM-26/2013-09-25/cosmic_001340	MDBM-26	2219	1340	Unknown	2013-09-25	8972	1209	0	116769	0.739109	0.735204	0.728725	0.0144673	129.616	93.9152	15.0148	0	9493.62	112.308
data/cosmicData/MDBM-26/2013-09-25/cosmic_001341	MDBM-26	2219	1341	Unknown	2013-09-25	8973	1099	0	114514	0.779232	0.763217	0.733582	0.0663852	130.26	92.8168	14.652	0	9357.62	111.7
data/cosmicData/MDBM-26/2013-09-27/cosmic_001382	MDBM-26	2219	1382	Occupancy	2013-09-27	8968	1099	500	724667	0.335844	0.332528	0.328695	0.0185001	206.672	67.4527	58.4395	0	-278.446	35.4683
data/cosmicData/MDBM-27/2013-09-23/cosmic_001308	MDBM-27	2202	1308	Unknown	2013-09-23	8514	0	0	97128	0.670908	0.667336	0.661423	0.0136075	110.511	72.7442	14.6484	0	8999.58	116.863
data/cosmicData/MDBM-27/2013-09-23/cosmic_001309	MDBM-27	2202	1309	Efficiency	2013-09-23	8516	0	800	99490	0.669022	0.6648	0.658168	0.0156937	111.426	72.9133	14.8814	0	8786.58	115.948
data/cosmicData/MDBM-27/2013-09-23/cosmic_001310	MDBM-27	2202	1310	Unknown	2013-09-23	8516	0	0	407	0.7543	0.724816	0.636826	0.20339	114.513	66.1196	0.0592362	0	14917.1	160.537
data/cosmicData/MDBM-27/2013-09-23/cosmic_001311	MDBM-27	2202	1311	Efficiency	2013-09-23	8518	0	1000	104346	0.6843	0.674937	0.660978	0.0338223	111.581	72.7627	15.5861	0	8844.58	116.198
data/cosmicData/MDBM-27/2013-09-23/cosmic_001312	MDBM-27	2202	1312	Occupancy	2013-09-23	8514	0	500	3336464	0.487834	0.331244	0.100641	0.763236	315.682	24.7578	176.152	0	261.779	33.7935
data/cosmicData/MDBM-27/2013-09-23/cosmic_001313	MDBM-27	2202	1313	Efficiency	2013-09-23	8519	0	1000	3084750	0.134799	0.128324	0.116436	0.168042	110.504	11.7974	465.255	0	10388.3	107.675
data/cosmicData/MDBM-27/2013-09-23/cosmic_001314	MDBM-27	2202	1314	Efficiency	2013-09-23	8447	0	1000	98755	0.742798	0.733451	0.717637	0.0394301	110.945	78.1646	14.8354	0	9846.62	113.868
data/cosmicData/MDBM-27/2013-09-25/cosmic_001342	MDBM-27	2202	1342	Occupancy	2013-09-25	8514	0	500	627173	0.29434	0.291033	0.287352	0.0213337	178.363	50.8021	58.6045	0	928.92	53.6284
data/cosmicData/MDBM-28/2013-09-24/cosmic_001315	MDBM-28	2217	1315	Efficiency	2013-09-24	8724	1110	500	103552	0.43497	0.431754	0.427818	0.0100651	117.738	50.3221	14.6586	0	9086.09	128.25
data/cosmicData/MDBM-28/2013-09-24/cosmic_001316	MDBM-28	2217	1316	Efficiency	2013-09-24	8724	1110	800	103162	0.797852	0.736512	0.600757	0.265965	117.342	63.4378	14.6527	0	9112.58	117.346
data/cosmicData/MDBM-28/2013-09-24/cosmic_001317	MDBM-28	2217	1317	Efficiency	2013-09-24	8724	1110	1000	103729	0.95977	0.875059	0.16587	0.90239	117.998	10.0787	14.6513	0	9959.62	114.363
data/cosmicData/MDBM-28/2013-09-24/cosmic_001318	MDBM-28	2217	1318	Occupancy	2013-09-24	8724	1110	500	1935456	0.548456	0.43946	0.158488	0.741538	190.25	21.6093	169.553	0	-47.6688	28.0357
data/cosmicData/MDBM-28/2013-09-24/cosmic_001319	MDBM-28	2217	1319	Unknown	2013-09-24	8726	1191	0	81798	0.00229834	0.0012103	-inf	14.7879	10149.7	5.32932e+08	0.134319	1	14079.1	157.905
data/cosmicData/MDBM-28/2013-09-24/cosmic_001320	MDBM-28	2217	1320	Efficiency	2013-09-24	8726	1191	1000	103561	0.747212	0.743909	0.737711	0.0140966	117.78	86.3828	14.6545	0	9741.62	113.406
data/cosmicData/MDBM-28/2013-09-24/cosmic_001321	MDBM-28	2217	1321	Efficiency	2013-09-24	8728	1520	1000	186638	0.712529	0.697243	0.672551	0.0538761	118.239	77.9998	26.308	0	10569.2	114.127
data/cosmicData/MDBM-28/2013-09-25/cosmic_001343	MDBM-28	2217	1343	Occupancy	2013-09-25	8724	1110	500	648471	0.287098	0.284253	0.280113	0.0199533	184.438	51.3809	58.599	0	432.92	48.7852
data/cosmicData/MDBM-28/2013-09-25/cosmic_001344	MDBM-22	2214	1344	Unknown	2013-09-25	8321	1212	0	29875	0.230259	0.227347	0.223054	0.0291519	188.245	41.5495	2.64503	0	9077.1	141.181
data/cosmicData/MDBM-29/2013-09-24/cosmic_001322	MDBM-29	0	1322	Unknown	2013-09-24	8852	1100	0	54	0.111111	0.0555556	0.0555556	0.0	10.856	0.603114	0.0829032	0	18844.1	161.883
data/cosmicData/MDBM-29/2013-09-24/cosmic_001323	MDBM-29	0	1323	Efficiency	2013-09-24	8852	1100	500	100581	0.705571	0.683608	0.653185	0.0773146	108.36	68.3487	15.4702	0	10044.6	114.734
data/cosmicData/MDBM-29/2013-09-24/cosmic_001324	MDBM-29	0	1324	Occupancy	2013-09-24	8852	1100	500	1982652	0.448263	0.334951	0.222053	0.464864	202.417	36.282	163.248	0	2169.98	54.8361
data/cosmicData/MDBM-29/2013-09-24/cosmic_001325	MDBM-29	0	1325	Efficiency	2013-09-24	8856	1188	500	104024	0.2254	0.218402	0.205864	0.112373	110.362	21.3947	15.7095	0	8782.16	117.953
data/cosmicData/MDBM-29/2013-09-24/cosmic_001326	MDBM-29	0	1326	Efficiency	2013-09-24	8856	1188	500	83939	0.724085	0.682782	0.603521	0.216342	110.768	59.2681	12.6299	0	8926.58	116.55
data/cosmicData/MDBM-29/2013-09-24/cosmic_001327	MDBM-29	0	1327	Efficiency	2013-09-24	8785	1494	0	97447	0.833971	0.7642	0.613387	0.322161	110.169	57.0683	14.742	0	10154.6	115.213
data/cosmicData/MDBM-29/2013-09-27/cosmic_001381	MDBM-29	0	1381	Occupancy	2013-09-27	8852	1100	500	738860	0.280389	0.251898	0.231196	0.125502	205.726	45.3181	59.858	0	2522.75	64.1249
data/cosmicData/MDBM-29/2013-09-28/cosmic_001402	MDBM-29	0	1402	Unknown	2013-09-28	9712	1100	0	96039	0.645738	0.641271	0.635617	0.0141264	108.463	68.5717	14.7576	0	9344.58	118.33
data/cosmicData/MDBM-29/2013-09-28/cosmic_001403	MDBM-29	0	1403	Efficiency	2013-09-28	9713	1100	500	98522	0.683756	0.678833	0.671745	0.0182117	109.076	72.6959	15.0541	0	11042.6	119.004
data/cosmicData/MDBM-29/2013-09-28/cosmic_001404	MDBM-29	0	1404	Unknown	2013-09-28	9713	1100	0	1141570	0.000224253	8.67227e-05	-6.22339e-06	1.06061	10415.0	3.91847e+07	1.8268	1	15145.1	161.245
data/cosmicData/MDBM-30/2013-09-30/cosmic_001420	MDBM-35	0	1420	Unknown	2013-09-30	9914	1090	0	2141	1.0	0.990191	-339275.0	3.58868	112.404	2.25489e+08	0.317457	0	13074.1	154.69
data/cosmicData/MDBM-30/2013-09-30/cosmic_001421	MDBM-30	0	1421	Efficiency	2013-09-30	10026	1003	500	138497	0.607399	0.603587	0.597423	0.0150009	112.5	66.8851	20.518	0	9441.62	112.076
data/cosmicData/MDBM-30/2013-09-30/cosmic_001422	MDBM-30	0	1422	Efficiency	2013-09-30	10026	1003	600	98584	0.677757	0.673456	0.667283	0.0154085	111.783	74.1212	14.6987	0	10684.6	117.49
data/cosmicData/MDBM-30/2013-09-30/cosmic_001423	MDBM-30	0	1423	Occupancy	2013-09-30	10026	1003	500	2150270	0.357217	0.309273	0.262023	0.234827	199.489	47.2086	179.648	0	1401.56	47.3392
data/cosmicData/MDBM-30/2013-09-30/cosmic_001424	MDBM-30	0	1424	Efficiency	2013-09-30	10026	1003	700	102210	0.894746	0.837188	0.681332	0.358833	112.104	60.1749	15.1957	0	9764.59	109.444
data/cosmicData/MDBM-30/2013-09-30/cosmic_001425	MDBM-30	0	1425	Efficiency	2013-09-30	10027	1198	700	105376	0.762935	0.756472	0.747512	0.0237474	109.956	81.2032	15.9725	0	10173.6	111.297
data/cosmicData/MDBM-30/2013-09-30/cosmic_001426	MDBM-30	0	1426	Efficiency	2013-09-30	10028	1509	700	300370	0.740553	0.722396	0.694663	0.066184	110.926	74.8293	45.1305	0	9915.02	105.152
data/cosmicData/MDBM-30/2013-10-02/cosmic_001430	MDBM-30	0	1430	Occupancy	2013-10-02	10026	1003	500	4415651	0.309585	0.29892	0.291051	0.0478095	198.189	56.4101	371.335	0	1360.95	45.8039
data/cosmicData/MDBM-31/2013-09-25/cosmic_001346	MDBM-31	0	1346	Efficiency	2013-09-25	8966	1089	500	88088	0.670613	0.664461	0.659617	0.0118911	104.863	68.8485	14.0006	0	8961.58	116.7
data/cosmicData/MDBM-31/2013-09-25/cosmic_001347	MDBM-31	0	1347	Efficiency	2013-09-25	8966	1089	800	92429	0.739313	0.678975	0.586151	0.21588	105.123	55.9674	14.6541	0	9856.58	120.474
data/cosmicData/MDBM-31/2013-09-25/cosmic_001348	MDBM-31	0	1348	Efficiency	2013-09-25	8966	1089	1000	73100	0.342599	0.306115	0.232499	0.389999	104.993	19.6053	11.604	0	10018.2	123.081
data/cosmicData/MDBM-31/2013-09-25/cosmic_001349	MDBM-31	0	1349	Occupancy	2013-09-25	8966	1089	500	2820407	0.550687	0.372242	0.137977	0.718513	267.764	28.0566	175.553	0	392.765	36.1386
data/cosmicData/MDBM-31/2013-09-25/cosmic_001350	MDBM-31	0	1350	Efficiency	2013-09-25	8967	1198	500	92416	0.734072	0.728575	0.72341	0.0143468	105.109	75.4814	14.6539	0	10167.6	115.269
data/cosmicData/MDBM-31/2013-09-25/cosmic_001351	MDBM-31	0	1351	Efficiency	2013-09-25	8968	1499	500	92408	0.674487	0.670234	0.664665	0.0143376	105.163	69.4731	14.6452	0	10940.6	118.575
data/cosmicData/MDBM-31/2013-09-27/cosmic_001384	MDBM-31	0	1384	Occupancy	2013-09-27	8966	1089	500	639497	0.33645	0.300869	0.275707	0.132128	181.391	47.3642	58.7585	0	110.92	45.3652
data/cosmicData/MDBM-32/2013-09-26/cosmic_001365	MDBM-32	0	1365	Efficiency	2013-09-26	9321	1097	500	92643	0.655052	0.647032	0.641569	0.0120114	104.539	66.8279	14.77	0	9233.58	117.86
data/cosmicData/MDBM-32/2013-09-26/cosmic_001366	MDBM-32	0	1366	Efficiency	2013-09-26	9321	1097	800	92251	0.635603	0.627039	0.620651	0.0145734	104.933	64.8385	14.6523	0	9370.58	118.44
data/cosmicData/MDBM-32/2013-09-26/cosmic_001367	MDBM-32	0	1367	Efficiency	2013-09-26	9321	1097	1000	92607	0.708953	0.666343	0.605141	0.136368	105.365	60.635	14.6486	0	9488.58	118.937
data/cosmicData/MDBM-32/2013-09-26/cosmic_001368	MDBM-32	0	1368	Occupancy	2013-09-26	9321	1097	500	6577214	0.283852	0.168685	0.0521763	0.725515	601.975	27.8724	182.102	0	441.578	37.7227
data/cosmicData/MDBM-32/2013-09-26/cosmic_001369	MDBM-32	0	1369	Efficiency	2013-09-26	9322	1194	1000	92683	0.689587	0.681776	0.675253	0.0159047	105.183	70.5708	14.686	0	8960.58	116.696
data/cosmicData/MDBM-32/2013-09-26/cosmic_001370	MDBM-32	0	1370	Efficiency	2013-09-26	9323	1507	1000	93109	0.598331	0.592102	0.587165	0.0119717	105.945	61.9791	14.6474	0	7701.09	122.731
data/cosmicData/MDBM-32/2013-09-28/cosmic_001405	MDBM-32	0	1405	Occupancy	2013-09-28	9321	1097	500	658202	0.280703	0.274264	0.271119	0.0177154	181.037	48.7722	60.5957	0	1257.75	53.3573
data/cosmicData/MDBM-33/2013-09-26/cosmic_001371	MDBM-33	0	1371	Unknown	2013-09-26	9436	1102	0	1316	0.0	0.0	0.0	nan	11.7417	0.0	1.86798	0	0.0	161.889
data/cosmicData/MDBM-33/2013-09-26/cosmic_001372	MDBM-33	0	1372	Efficiency	2013-09-26	9436	1102	500	97944	0.696439	0.692569	0.686837	0.0126045	107.204	73.3107	15.227	0	10065.6	114.826
data/cosmicData/MDBM-33/2013-09-26/cosmic_001373	MDBM-33	0	1373	Unknown	2013-09-26	9436	1102	0	45300	0.24	0.236755	0.233493	0.0204196	194.707	45.1566	3.87762	0	13474.2	136.4
data/cosmicData/MDBM-33/2013-09-26/cosmic_001374	MDBM-33	0	1374	Efficiency	2013-09-26	9438	1102	500	94462	0.641687	0.637643	0.633137	0.00971228	107.435	67.8397	14.6542	0	9367.58	118.427
data/cosmicData/MDBM-33/2013-09-26/cosmic_001375	MDBM-33	0	1375	Occupancy	2013-09-26	9438	1102	500	5236721	0.29241	0.288454	0.284598	0.0197332	181.589	51.3465	480.637	0	-24.3569	27.074
data/cosmicData/MDBM-33/2013-09-26/cosmic_001376	MDBM-33	0	1376	Efficiency	2013-09-26	9439	1102	1000	109824	0.721327	0.714753	0.705912	0.0214403	108.267	75.7248	16.9063	0	9457.62	112.147
data/cosmicData/MDBM-33/2013-09-26/cosmic_001377	MDBM-33	0	1377	Efficiency	2013-09-26	9440	1201	1000	96898	0.701779	0.696413	0.688073	0.0196055	108.011	73.7454	14.9519	0	8778.58	115.914
data/cosmicData/MDBM-33/2013-09-26/cosmic_001378	MDBM-33	0	1378	Efficiency	2013-09-26	9441	1501	1000	108296	0.626764	0.62283	0.617314	0.0128984	107.873	66.32	16.732	0	9221.58	117.809
data/cosmicData/MDBM-33/2013-09-26/cosmic_001379	MDBM-33	0	1379	Unknown	2013-09-26	9441	1501	0	277	0.638989	0.638989	0.638989	0.0	110.233	70.4376	0.041881	0	15107.1	161.127
data/cosmicData/MDBM-33/2013-09-27/cosmic_001383	MDBM-33	0	1383	Efficiency	2013-09-27	9445	1102	800	93397	0.762273	0.756919	0.751151	0.0148952	105.906	78.9686	14.698	0	9365.62	111.736
data/cosmicData/MDBM-33/2013-09-28/cosmic_001407	MDBM-33	0	1407	Unknown	2013-09-28	9438	1102	0	3281	0.282841	0.278878	0.271655	0.0557377	195.831	51.569	0.279238	0	13889.1	157.302
data/cosmicData/MDBM-33/2013-09-28/cosmic_001408	MDBM-33	0	1408	Occupancy	2013-09-28	9438	1102	500	658531	0.314792	0.310664	0.306943	0.0204124	182.974	55.683	59.9842	0	8.01609	33.9116
data/cosmicData/MDBM-33/2013-09-30/cosmic_001427	MDBM-33	0	1427	Occupancy	2013-09-30	9438	1102	500	8979331	0.30538	0.298569	0.292791	0.0291076	183.742	53.2627	814.488	0	-46.7598	26.1916
data/cosmicData/MDBM-33/2013-09-30/cosmic_001428	MDBM-33	0	1428	Unknown	2013-09-30	9438	1102	0	749	0.206943	0.200267	0.186865	0.1	242.782	43.7591	0.0514178	0	15129.1	161.196
data/cosmicData/MDBM-34/2013-09-27/cosmic_001385	MDBM-34	0	1385	Efficiency	2013-09-27	9565	1088	500	96372	0.548302	0.544826	0.539768	0.01217	107.759	57.9953	14.9055	0	7498.09	121.902
data/cosmicData/MDBM-34/2013-09-27/cosmic_001389	MDBM-34	0	1389	Efficiency	2013-09-27	9565	1088	800	93612	0.610178	0.599795	0.587116	0.0311498	105.724	61.4376	14.7573	0	9871.58	120.536
data/cosmicData/MDBM-34/2013-09-27/cosmic_001390	MDBM-34	0	1390	Efficiency	2013-09-27	9565	1088	800	94474	0.645426	0.629178	0.607525	0.0529937	106.25	63.3075	14.8195	0	9891.58	120.619
data/cosmicData/MDBM-34/2013-09-27/cosmic_001391	MDBM-34	0	1391	Occupancy	2013-09-27	9565	1088	500	7732282	0.0858377	0.0740423	0.0613908	0.23053	195.845	11.1579	658.028	1	229.158	33.9706
data/cosmicData/MDBM-34/2013-09-28/cosmic_001392	MDBM-34	0	1392	Efficiency	2013-09-28	9586	0	1000	94857	0.756771	0.746049	0.730009	0.0393822	107.825	77.2749	14.6622	0	9673.62	113.106
data/cosmicData/MDBM-34/2013-09-28/cosmic_001393	MDBM-34	0	1393	Efficiency	2013-09-28	9587	1512	1000	191150	0.69503	0.684557	0.669325	0.0355131	107.575	71.0256	29.6152	0	10318.2	113.022
data/cosmicData/MDBM-34/2013-09-29/cosmic_001417	MDBM-34	0	1417	Occupancy	2013-09-29	9565	1088	700	712522	0.274306	0.271237	0.26758	0.0218719	198.348	52.6227	59.8712	0	20.7476	40.1248
data/cosmicData/MDBM-34/2013-09-29/cosmic_001418	MDBM-35	0	1418	Unknown	2013-09-29	9705	1090	0	8276	0.224988	0.21798	0.215373	0.0232816	239.283	50.9445	0.576443	0	12661.1	153.349
data/cosmicData/MDBM-35/2013-09-27/cosmic_001387	MDBM-36	0	1387	Unknown	2013-09-27	9581	2509	0	105563	0.175724	0.173167	0.171076	0.0139497	171.606	29.3019	10.2524	0	2506.1	115.59
data/cosmicData/MDBM-35/2013-09-28/cosmic_001394	MDBM-35	0	1394	Efficiency	2013-09-28	9703	1090	500	93448	0.74634	0.725912	0.708999	0.0377239	106.319	74.2667	14.649	0	9839.62	113.838
data/cosmicData/MDBM-35/2013-09-28/cosmic_001395	MDBM-35	0	1395	Unknown	2013-09-28	9705	1090	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0
data/cosmicData/MDBM-35/2013-09-28/cosmic_001396	MDBM-35	0	1396	Efficiency	2013-09-28	9705	1090	700	91874	0.749581	0.730207	0.715501	0.0344329	104.504	73.6819	14.6524	0	10120.6	115.065
data/cosmicData/MDBM-35/2013-09-28/cosmic_001397	MDBM-35	0	1397	Efficiency	2013-09-28	9705	1090	900	155341	0.234336	0.215931	0.167633	0.370092	104.511	14.2153	24.7725	0	9226.09	128.794
data/cosmicData/MDBM-35/2013-09-28/cosmic_001398	MDBM-35	0	1398	Occupancy	2013-09-28	9705	1090	500	1827407	0.439089	0.369252	0.291664	0.307201	176.249	45.0874	172.805	0	382.426	35.8748
data/cosmicData/MDBM-35/2013-09-28/cosmic_001399	MDBM-35	0	1399	Efficiency	2013-09-28	9706	1195	700	92484	0.766143	0.747751	0.74031	0.0187405	105.173	77.1694	14.6559	0	9740.62	113.402
data/cosmicData/MDBM-35/2013-09-28/cosmic_001400	MDBM-35	0	1400	Unknown	2013-09-28	9709	1508	0	41325	7.25953e-05	2.41984e-05	2.41984e-05	0.0	10422.6	0.25221	0.0660825	0	18845.1	161.886
data/cosmicData/MDBM-35/2013-09-28/cosmic_001401	MDBM-35	0	1401	Efficiency	2013-09-28	9709	1508	700	91433	0.704756	0.691731	0.68354	0.0186412	103.953	70.5669	14.6594	0	9144.58	117.482
data/cosmicData/MDBM-35/2013-09-29/cosmic_001419	MDBM-35	0	1419	Occupancy	2013-09-29	9914	1090	500	6938150	0.326325	0.31177	0.304217	0.039134	177.613	53.2073	651.055	0	624.91	36.8782
data/cosmicData/MDBM-36/2013-09-27/cosmic_001386	MDBM-36	0	1386	Unknown	2013-09-27	9581	2509	0	83233	0.190321	0.187966	0.185914	0.0126558	199.784	37.0774	6.94357	0	3351.1	119.189
data/cosmicData/MDBM-36/2013-09-29/cosmic_001409	MDBM-36	0	1409	Efficiency	2013-09-29	9831	1088	500	120697	0.665982	0.661972	0.655927	0.0135548	123.475	80.6287	16.2917	0	10022.6	114.639
data/cosmicData/MDBM-36/2013-09-29/cosmic_001410	MDBM-36	0	1410	Efficiency	2013-09-29	9831	1088	800	108711	0.513232	0.475389	0.359768	0.392705	123.613	35.6871	14.6575	0	9979.58	120.983
data/cosmicData/MDBM-36/2013-09-29/cosmic_001411	MDBM-36	0	1411	Efficiency	2013-09-29	9831	1088	700	120789	0.810223	0.783159	0.731098	0.11937	123.565	85.2192	16.2923	0	10407.4	109.832
data/cosmicData/MDBM-36/2013-09-29/cosmic_001412	MDBM-36	0	1412	Occupancy	2013-09-29	9831	1088	500	681331	0.323884	0.319238	0.314893	0.0217924	199.347	62.2523	56.9637	0	578.016	41.4729
data/cosmicData/MDBM-36/2013-09-29/cosmic_001413	MDBM-36	0	1413	Unknown	2013-09-29	9905	1196	0	5	0.2	0.0	0.0	inf	1.25903	1.0815e+09	0.0661887	0	15352.1	161.886
data/cosmicData/MDBM-36/2013-09-29/cosmic_001414	MDBM-36	0	1414	Efficiency	2013-09-29	9905	1196	800	113295	0.842491	0.813999	0.759715	0.129568	122.292	86.6475	15.4405	0	9991.39	107.921
data/cosmicData/MDBM-36/2013-09-29/cosmic_001415	MDBM-36	0	1415	Unknown	2013-09-29	9905	1196	0	16522	0.826111	0.801053	0.754499	0.109936	122.64	87.4409	2.24533	0	11231.2	127.914
data/cosmicData/MDBM-36/2013-09-29/cosmic_001416	MDBM-36	0	1416	Efficiency	2013-09-29	9906	1503	800	108368	0.738964	0.733215	0.723822	0.0212945	123.131	88.3592	14.6684	0	9645.62	112.982
data/cosmicData/MDBM-36/2013-10-01/cosmic_001429	MDBM-36	0	1429	Occupancy	2013-10-01	9831	1088	500	2823393	0.361152	0.342408	0.329116	0.0670813	200.741	64.1246	234.413	0	812.496	39.5474
data/cosmicData/MDBM-37/2013-10-03/cosmic_001435	MDBM-37	0	1435	Unknown	2013-10-03	10272	2481	0	64660	0.165017	0.162573	0.160177	0.0174087	188.067	30.0425	5.73022	0	6658.1	132.337
data/cosmicData/MDBM-37/2013-10-03/cosmic_001439	MDBM-37	0	1439	Unknown	2013-10-03	10419	1090	0	159488	0.00111607	0.000620736	-0.00340115	1.81818	10207.5	2.74886e+08	0.260408	1	15082.1	161.05
data/cosmicData/MDBM-37/2013-10-03/cosmic_001440	MDBM-37	0	1440	Efficiency	2013-10-03	10419	1090	500	92242	0.660187	0.652848	0.643939	0.0197775	104.956	67.1654	14.6477	0	9355.58	118.377
data/cosmicData/MDBM-37/2013-10-03/cosmic_001441	MDBM-37	0	1441	Occupancy	2013-10-03	10419	1090	500	8650352	0.288445	0.272635	0.260239	0.0669775	179.807	45.7382	801.82	0	1670.84	49.224
data/cosmicData/MDBM-37/2013-10-04/cosmic_001442	MDBM-37	0	1442	Unknown	2013-10-04	10420	1090	0	97957	0.761742	0.720867	0.650747	0.158892	105.225	63.8006	15.5155	0	10476.6	116.602
data/cosmicData/MDBM-37/2013-10-04/cosmic_001443	MDBM-37	0	1443	Unknown	2013-10-04	10420	1090	0	92710	0.885773	0.795437	0.530132	0.502204	105.335	41.7091	14.6691	0	9077.58	117.196
data/cosmicData/MDBM-37/2013-10-04/cosmic_001444	MDBM-37	0	1444	Unknown	2013-10-04	10423	1195	0	103644	0.728696	0.686108	0.619797	0.149935	105.525	61.5459	16.3696	0	10652.6	117.354
data/cosmicData/MDBM-37/2013-10-04/cosmic_001445	MDBM-37	0	1445	Unknown	2013-10-04	10424	1503	0	92803	0.672942	0.629387	0.56281	0.152699	105.544	56.2843	14.6548	0	10598.6	123.515
data/cosmicData/MDBM-37/2013-10-06/cosmic_001450	MDBM-37	0	1450	Occupancy	2013-10-06	10419	1090	500	7751350	0.348634	0.33251	0.319738	0.0576674	145.044	45.4472	890.692	0	2865.74	60.0999
