LECROYWR104Xi,20182,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,18-Mar-2015 18:24:53,0                 
Time,Ampl
-2.28885e-008,0.00836052
-2.27885e-008,0.00900049
-2.26885e-008,0.00964047
-2.25885e-008,0.0109204
-2.24885e-008,0.0109204
-2.23885e-008,0.0122004
-2.22885e-008,0.0134803
-2.21885e-008,0.0102804
-2.20885e-008,0.00964047
-2.19885e-008,0.00644059
-2.18885e-008,0.00580061
-2.17885e-008,0.00900049
-2.16885e-008,0.00964047
-2.15885e-008,0.00708057
-2.14885e-008,0.00260074
-2.13885e-008,-0.00315904
-2.12885e-008,-0.00827884
-2.11885e-008,-0.0101988
-2.10885e-008,-0.0095588
-2.09885e-008,-0.00571894
-2.08885e-008,0.00132079
-2.07885e-008,0.00772054
-2.06885e-008,0.0109204
-2.05885e-008,0.0102804
-2.04885e-008,0.00708057
-2.03885e-008,-0.00059914
-2.02885e-008,-0.00891882
-2.01885e-008,-0.0153186
-2.00885e-008,-0.0191584
-1.99885e-008,-0.0197984
-1.98885e-008,-0.0197984
-1.97885e-008,-0.0153186
-1.96885e-008,-0.0101988
-1.95885e-008,-0.00443899
-1.94885e-008,0.00132079
-1.93885e-008,0.00324071
-1.92885e-008,0.00452066
-1.91885e-008,0.00324071
-1.90885e-008,0.00516064
-1.89885e-008,0.00388069
-1.88885e-008,4.08356e-005
-1.87885e-008,-0.00571894
-1.86885e-008,-0.0121187
-1.85885e-008,-0.0165985
-1.84885e-008,-0.0165985
-1.83885e-008,-0.0140386
-1.82885e-008,-0.0121187
-1.81885e-008,-0.00827884
-1.80885e-008,-0.00891882
-1.79885e-008,-0.00827884
-1.78885e-008,-0.00379902
-1.77885e-008,-0.00187909
-1.76885e-008,-0.00123912
-1.75885e-008,-0.00123912
-1.74885e-008,-0.00187909
-1.73885e-008,-0.00507897
-1.72885e-008,-0.00379902
-1.71885e-008,-0.00443899
-1.70885e-008,-0.00635892
-1.69885e-008,-0.00635892
-1.68885e-008,-0.00571894
-1.67885e-008,-0.00571894
-1.66885e-008,-0.00059914
-1.65885e-008,0.00388069
-1.64885e-008,0.00644059
-1.63885e-008,0.00644059
-1.62885e-008,0.00836052
-1.61885e-008,0.00836052
-1.60885e-008,0.00964047
-1.59885e-008,0.00772054
-1.58885e-008,0.00260074
-1.57885e-008,-0.00315904
-1.56885e-008,-0.00827884
-1.55885e-008,-0.0108387
-1.54885e-008,-0.0095588
-1.53885e-008,-0.00699889
-1.52885e-008,-0.00251907
-1.51885e-008,-0.00059914
-1.50885e-008,0.00388069
-1.49885e-008,0.00708057
-1.48885e-008,0.00708057
-1.47885e-008,0.00388069
-1.46885e-008,-0.00187909
-1.45885e-008,-0.00699889
-1.44885e-008,-0.0108387
-1.43885e-008,-0.0133986
-1.42885e-008,-0.0133986
-1.41885e-008,-0.0133986
-1.40885e-008,-0.00827884
-1.39885e-008,-0.00315904
-1.38885e-008,0.00452066
-1.37885e-008,0.00708057
-1.36885e-008,0.00708057
-1.35885e-008,0.00452066
-1.34885e-008,4.08356e-005
-1.33885e-008,-0.00187909
-1.32885e-008,-0.00315904
-1.31885e-008,-0.00699889
-1.30885e-008,-0.0114787
-1.29885e-008,-0.0146786
-1.28885e-008,-0.0172385
-1.27885e-008,-0.0140386
-1.26885e-008,-0.00763887
-1.25885e-008,-0.00571894
-1.24885e-008,-0.00443899
-1.23885e-008,-0.00507897
-1.22885e-008,-0.00699889
-1.21885e-008,-0.00763887
-1.20885e-008,-0.00635892
-1.19885e-008,-0.0095588
-1.18885e-008,-0.00827884
-1.17885e-008,-0.00507897
-1.16885e-008,-0.00123912
-1.15885e-008,0.00260074
-1.14885e-008,0.00388069
-1.13885e-008,0.00324071
-1.12885e-008,0.00260074
-1.11885e-008,0.000680811
-1.10885e-008,4.08356e-005
-1.09885e-008,-0.00187909
-1.08885e-008,-0.00187909
-1.07885e-008,4.08356e-005
-1.06885e-008,0.00388069
-1.05885e-008,0.00964047
-1.04885e-008,0.0147603
-1.03885e-008,0.0173202
-1.02885e-008,0.0141203
-1.01885e-008,0.00452066
-1.00885e-008,-0.00315904
-9.98848e-009,-0.0133986
-9.88848e-009,-0.0191584
-9.78848e-009,-0.0236383
-9.68848e-009,-0.0229983
-9.58848e-009,-0.0210784
-9.48848e-009,-0.0191584
-9.38848e-009,-0.0185185
-9.28848e-009,-0.0236383
-9.18848e-009,-0.0249182
-9.08848e-009,-0.0242782
-8.98848e-009,-0.0210784
-8.88848e-009,-0.0178785
-8.78848e-009,-0.0121187
-8.68848e-009,-0.00763887
-8.58848e-009,-0.00187909
-8.48848e-009,0.00516064
-8.38848e-009,0.00772054
-8.28848e-009,0.00708057
-8.18848e-009,0.00260074
-8.08848e-009,-0.00379902
-7.98848e-009,-0.00571894
-7.88848e-009,-0.00379902
-7.78848e-009,0.000680811
-7.68848e-009,0.00644059
-7.58848e-009,0.00964047
-7.48848e-009,0.00836052
-7.38848e-009,0.00452066
-7.28848e-009,0.00324071
-7.18848e-009,0.00132079
-7.08848e-009,0.00324071
-6.98848e-009,0.00324071
-6.88848e-009,0.00260074
-6.78848e-009,0.00132079
-6.68848e-009,-0.00059914
-6.58848e-009,-0.00571894
-6.48848e-009,-0.00635892
-6.38848e-009,-0.00635892
-6.28848e-009,-0.00379902
-6.18848e-009,4.08356e-005
-6.08848e-009,0.00260074
-5.98848e-009,0.00452066
-5.88848e-009,0.00452066
-5.78848e-009,0.00324071
-5.68848e-009,4.08356e-005
-5.58848e-009,-0.00571894
-5.48848e-009,-0.0095588
-5.38848e-009,-0.0140386
-5.28848e-009,-0.0146786
-5.18848e-009,-0.0140386
-5.08848e-009,-0.0146786
-4.98848e-009,-0.0172385
-4.88848e-009,-0.0191584
-4.78848e-009,-0.0197984
-4.68848e-009,-0.0172385
-4.58848e-009,-0.0121187
