LECROYWR104Xi,20182,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,18-Mar-2015 18:19:45,0                 
Time,Ampl
-2.28115e-008,-0.00059914
-2.27115e-008,-0.00059914
-2.26115e-008,-0.00059914
-2.25115e-008,0.000680811
-2.24115e-008,4.08356e-005
-2.23115e-008,0.00132079
-2.22115e-008,0.000680811
-2.21115e-008,0.00132079
-2.20115e-008,0.000680811
-2.19115e-008,0.000680811
-2.18115e-008,4.08356e-005
-2.17115e-008,0.000680811
-2.16115e-008,0.00132079
-2.15115e-008,0.00132079
-2.14115e-008,-0.00059914
-2.13115e-008,4.08356e-005
-2.12115e-008,-0.00187909
-2.11115e-008,-0.00059914
-2.10115e-008,-0.00187909
-2.09115e-008,-0.00251907
-2.08115e-008,-0.00187909
-2.07115e-008,-0.00123912
-2.06115e-008,-0.00187909
-2.05115e-008,-0.00123912
-2.04115e-008,4.08356e-005
-2.03115e-008,0.000680811
-2.02115e-008,4.08356e-005
-2.01115e-008,-0.00059914
-2.00115e-008,-0.00187909
-1.99115e-008,-0.00251907
-1.98115e-008,-0.00251907
-1.97115e-008,-0.00251907
-1.96115e-008,-0.00187909
-1.95115e-008,-0.00187909
-1.94115e-008,-0.00443899
-1.93115e-008,-0.00443899
-1.92115e-008,-0.00315904
-1.91115e-008,-0.00315904
-1.90115e-008,-0.00251907
-1.89115e-008,-0.00251907
-1.88115e-008,-0.00123912
-1.87115e-008,-0.00251907
-1.86115e-008,-0.00123912
-1.85115e-008,4.08356e-005
-1.84115e-008,-0.00059914
-1.83115e-008,0.00132079
-1.82115e-008,0.000680811
-1.81115e-008,0.00132079
-1.80115e-008,0.000680811
-1.79115e-008,0.00132079
-1.78115e-008,4.08356e-005
-1.77115e-008,-0.00059914
-1.76115e-008,-0.00251907
-1.75115e-008,-0.00187909
-1.74115e-008,-0.00123912
-1.73115e-008,-0.00059914
-1.72115e-008,-0.00123912
-1.71115e-008,-0.00187909
-1.70115e-008,-0.00315904
-1.69115e-008,-0.00251907
-1.68115e-008,-0.00059914
-1.67115e-008,4.08356e-005
-1.66115e-008,4.08356e-005
-1.65115e-008,-0.00059914
-1.64115e-008,-0.00059914
-1.63115e-008,4.08356e-005
-1.62115e-008,-0.00059914
-1.61115e-008,-0.00123912
-1.60115e-008,-0.00059914
-1.59115e-008,0.000680811
-1.58115e-008,0.000680811
-1.57115e-008,0.00132079
-1.56115e-008,0.00132079
-1.55115e-008,0.00132079
-1.54115e-008,-0.00059914
-1.53115e-008,0.000680811
-1.52115e-008,0.000680811
-1.51115e-008,-0.00059914
-1.50115e-008,-0.00315904
-1.49115e-008,-0.00315904
-1.48115e-008,-0.00187909
-1.47115e-008,-0.00123912
-1.46115e-008,-0.00123912
-1.45115e-008,-0.00059914
-1.44115e-008,-0.00059914
-1.43115e-008,-0.00059914
-1.42115e-008,-0.00059914
-1.41115e-008,-0.00059914
-1.40115e-008,-0.00187909
-1.39115e-008,-0.00123912
-1.38115e-008,-0.00251907
-1.37115e-008,-0.00315904
-1.36115e-008,-0.00251907
-1.35115e-008,-0.00059914
-1.34115e-008,-0.00251907
-1.33115e-008,-0.00187909
-1.32115e-008,-0.00187909
-1.31115e-008,-0.00059914
-1.30115e-008,0.000680811
-1.29115e-008,4.08356e-005
-1.28115e-008,-0.00251907
-1.27115e-008,-0.00187909
-1.26115e-008,-0.00059914
-1.25115e-008,-0.00059914
-1.24115e-008,-0.00059914
-1.23115e-008,-0.00123912
-1.22115e-008,-0.00059914
-1.21115e-008,-0.00123912
-1.20115e-008,-0.00059914
-1.19115e-008,-0.00123912
-1.18115e-008,-0.00187909
-1.17115e-008,-0.00123912
-1.16115e-008,-0.00251907
-1.15115e-008,-0.00251907
-1.14115e-008,-0.00059914
-1.13115e-008,0.00132079
-1.12115e-008,-0.00059914
-1.11115e-008,-0.00059914
-1.10115e-008,-0.00315904
-1.09115e-008,-0.00315904
-1.08115e-008,-0.00315904
-1.07115e-008,-0.00251907
-1.06115e-008,-0.00123912
-1.05115e-008,-0.00059914
-1.04115e-008,-0.00123912
-1.03115e-008,4.08356e-005
-1.02115e-008,0.00132079
-1.01115e-008,0.00132079
-1.00115e-008,0.00132079
-9.91147e-009,0.000680811
-9.81147e-009,-0.00123912
-9.71147e-009,-0.00123912
-9.61147e-009,-0.00187909
-9.51147e-009,4.08356e-005
-9.41147e-009,4.08356e-005
-9.31147e-009,4.08356e-005
-9.21147e-009,-0.00059914
-9.11147e-009,-0.00123912
-9.01147e-009,-0.00187909
-8.91147e-009,-0.00187909
-8.81147e-009,-0.00187909
-8.71147e-009,-0.00059914
-8.61147e-009,4.08356e-005
-8.51147e-009,4.08356e-005
-8.41147e-009,4.08356e-005
-8.31147e-009,0.00132079
-8.21147e-009,-0.00059914
-8.11147e-009,0.000680811
-8.01147e-009,0.00132079
-7.91147e-009,0.000680811
-7.81147e-009,0.00260074
-7.71147e-009,0.00132079
-7.61147e-009,0.00196076
-7.51147e-009,0.00260074
-7.41147e-009,0.00196076
-7.31147e-009,0.000680811
-7.21147e-009,4.08356e-005
-7.11147e-009,-0.00059914
-7.01147e-009,-0.00123912
-6.91147e-009,-0.00123912
-6.81147e-009,-0.00251907
-6.71147e-009,-0.00123912
-6.61147e-009,-0.00123912
-6.51147e-009,4.08356e-005
-6.41147e-009,-0.00123912
-6.31147e-009,-0.00123912
-6.21147e-009,-0.00123912
-6.11147e-009,-0.00059914
-6.01147e-009,-0.00059914
-5.91147e-009,-0.00123912
-5.81147e-009,-0.00059914
-5.71147e-009,-0.00187909
-5.61147e-009,-0.00251907
-5.51147e-009,-0.00315904
-5.41147e-009,-0.00315904
-5.31147e-009,-0.00379902
-5.21147e-009,-0.00315904
-5.11147e-009,-0.00123912
-5.01147e-009,-0.00187909
-4.91147e-009,-0.00251907
-4.81147e-009,-0.00315904
-4.71147e-009,-0.00123912
-4.61147e-009,-0.00251907
-4.51147e-009,-0.00059914
-4.41147e-009,-0.00123912
-4.31147e-009,-0.00187909
-4.21147e-009,-0.00123912
-4.11147e-009,-0.00059914
-4.01147e-009,4.08356e-005
-3.91147e-009,4.08356e-005
-3.81147e-009,-0.00187909
-3.71147e-009,-0.00251907
-3.61147e-009,-0.00315904
-3.51147e-009,-0.00315904
-3.41147e-009,-0.00379902
-3.31147e-009,-0.00507897
-3.21147e-009,-0.00443899
-3.11147e-009,-0.00251907
-3.01147e-009,-0.00315904
-2.91147e-009,-0.00187909
-2.81147e-009,-0.00059914
-2.71147e-009,-0.00059914
-2.61147e-009,-0.00379902
-2.51147e-009,-0.00315904
-2.41147e-009,-0.00507897
-2.31147e-009,-0.00443899
-2.21147e-009,-0.00315904
-2.11147e-009,-0.00379902
-2.01147e-009,-0.00443899
-1.91147e-009,-0.00315904
-1.81147e-009,-0.00443899
-1.71147e-009,-0.00315904
-1.61147e-009,-0.00123912
-1.51147e-009,4.08356e-005
-1.41147e-009,-0.00059914
-1.31147e-009,-0.00123912
-1.21147e-009,-0.00123912
-1.11147e-009,-0.00059914
-1.01147e-009,-0.00123912
-9.11466e-010,-0.00059914
-8.11466e-010,-0.00187909
-7.11466e-010,-0.00251907
-6.11466e-010,-0.00251907
-5.11466e-010,-0.00059914
-4.11466e-010,-0.00187909
-3.11466e-010,4.08356e-005
-2.11466e-010,-0.00059914
-1.11466e-010,-0.00123912
-1.14665e-011,-0.00059914
8.85335e-011,-0.00123912
1.88534e-010,4.08356e-005
2.88534e-010,-0.00059914
3.88534e-010,4.08356e-005
4.88534e-010,0.000680811
5.88534e-010,-0.00059914
6.88534e-010,4.08356e-005
7.88534e-010,0.000680811
8.88534e-010,0.000680811
9.88534e-010,4.08356e-005
1.08853e-009,-0.00059914
1.18853e-009,-0.00187909
1.28853e-009,-0.00187909
1.38853e-009,-0.00059914
1.48853e-009,0.000680811
1.58853e-009,-0.00187909
1.68853e-009,-0.00187909
1.78853e-009,-0.00187909
1.88853e-009,-0.00123912
1.98853e-009,-0.00251907
2.08853e-009,-0.00123912
2.18853e-009,-0.00251907
2.28853e-009,-0.00315904
2.38853e-009,-0.00315904
2.48853e-009,-0.00315904
2.58853e-009,-0.00251907
2.68853e-009,-0.00187909
2.78853e-009,-0.00251907
2.88853e-009,-0.00251907
2.98853e-009,-0.00251907
3.08853e-009,-0.00187909
3.18853e-009,-0.00123912
3.28853e-009,-0.00059914
3.38853e-009,-0.00123912
3.48853e-009,4.08356e-005
3.58853e-009,4.08356e-005
3.68853e-009,4.08356e-005
