0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	43987
8	15674
9	14954
10	13098
11	10675
12	11522
13	11418
14	11320
15	9010
16	10586
17	11380
18	9926
19	8744
20	10381
21	10762
22	10593
23	10423
24	10955
25	10328
26	9714
27	11534
28	11212
29	11346
30	10650
31	12841
32	11734
33	11071
34	11828
35	13860
36	13488
37	13899
38	13671
39	14286
40	14873
41	16428
42	15238
43	13305
44	15056
45	15936
46	15667
47	12825
48	15184
49	15536
50	13508
51	11504
52	13145
53	12896
54	11995
55	11639
56	11945
57	11538
58	10544
59	12020
60	11002
61	10501
62	9043
63	10672
64	9466
65	9291
66	9540
67	10677
68	9526
69	8829
70	8324
71	8178
72	8187
73	9132
74	8184
75	6933
76	7811
77	7757
78	7419
79	5757
80	6636
81	6766
82	5772
83	4808
84	5670
85	5728
86	5207
87	4903
88	4872
89	4487
90	3924
91	4584
92	4293
93	4147
94	3629
95	4210
96	3724
97	3183
98	3220
99	3585
100	3167
101	3035
102	2833
103	2819
104	2634
105	3032
106	2570
107	2191
108	2352
109	2452
110	2287
111	1816
112	2063
113	2065
114	1791
115	1537
116	1723
117	1726
118	1475
119	1489
120	1469
121	1291
122	1179
123	1322
124	1201
125	1170
126	1016
127	1107
128	945
129	915
130	820
131	935
132	827
133	757
134	670
135	577
136	643
137	623
138	580
139	447
140	505
141	515
142	512
143	414
144	406
145	427
146	354
147	298
148	301
149	281
150	282
151	234
152	293
153	220
154	167
155	199
156	190
157	197
158	157
159	178
160	155
161	126
162	125
163	129
164	139
165	126
166	105
167	96
168	88
169	88
170	76
171	56
172	52
173	48
174	47
175	37
176	60
177	41
178	26
179	28
180	28
181	21
182	17
183	20
184	17
185	22
186	6
187	12
188	13
189	6
190	3
191	8
192	8
193	6
194	4
195	3
196	5
197	3
198	7
199	2
200	0
201	4
202	1
203	3
204	3
205	1
206	2
207	0
208	1
209	1
210	0
211	0
212	0
213	2
214	0
215	0
216	0
217	0
218	1
219	0
220	0
221	0
222	0
223	0
224	1
225	0
226	1
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	1
251	0
252	0
253	0
254	0
255	0
