0.000664473	4.04E-22
0.000863815	4.41E-22
0.001122959	4.87E-22
0.001459847	5.45E-22
0.001897801	6.17E-22
0.002467141	7.01E-22
0.003207283	7.89E-22
0.004169468	8.37E-22
0.005420308	2.72E-22
0.0070464	1.91E-22
0.009160321	1.45E-22
0.011908417	1.16E-22
0.015480942	9.75E-23
0.020125224	8.94E-23
0.026162792	9.06E-23
0.034011629	8.61E-23
0.044215118	8.84E-23
0.057479653	1.03E-22
0.074723549	1.29E-22
0.097140614	1.62E-22
0.126282798	1.83E-22
0.164167637	1.79E-22
0.213417928	1.61E-22
0.277443307	1.39E-22
0.360676299	1.16E-22
0.468879189	9.57E-23
0.609542946	8.95E-23
0.792405829	9.38E-23
1.030127578	9.65E-23
1.339165851	9.23E-23
1.740915607	8.85E-23
2.263190289	8.45E-23
2.942147376	8.12E-23
3.824791588	8.16E-23
4.972229065	8.02E-23
6.463897784	7.26E-23
8.403067119	7.18E-23
10.92398726	6.96E-23
14.20118343	6.82E-23
18.46153846	6.68E-23
24	6.54E-23
31.2	6.51E-23
40.56	6.39E-23
52.728	6.23E-23
68.5464	6.18E-23
89.11032	6.19E-23
115.843416	6.08E-23
