0	0
1	0
2	0
3	0
4	2740
5	3230
6	3217
7	2864
8	2361
9	2758
10	2687
11	2508
12	2415
13	2411
14	2443
15	2167
16	2490
17	2241
18	2147
19	1889
20	2185
21	2020
22	1906
23	1889
24	2196
25	2054
26	1830
27	1644
28	1668
29	1700
30	1872
31	1774
32	1476
33	1507
34	1574
35	1602
36	1238
37	1383
38	1415
39	1240
40	1026
41	1231
42	1187
43	1104
44	1024
45	1120
46	999
47	910
48	1012
49	915
50	864
51	750
52	931
53	739
54	677
55	716
56	795
57	732
58	632
59	593
60	596
61	580
62	594
63	546
64	453
65	506
66	475
67	451
68	372
69	410
70	370
71	335
72	280
73	316
74	339
75	267
76	266
77	249
78	212
79	163
80	231
81	195
82	186
83	130
84	147
85	131
86	90
87	78
88	82
89	69
90	70
91	62
92	44
93	39
94	53
95	41
96	31
97	31
98	37
99	23
100	23
101	24
102	26
103	15
104	5
105	9
106	8
107	2
108	2
109	4
110	3
111	0
112	3
113	0
114	2
115	0
116	3
117	0
118	1
119	1
120	4
121	0
122	3
123	1
124	0
125	0
126	1
127	1
128	2
129	2
130	1
131	0
132	0
133	0
134	2
135	0
136	1
137	0
138	1
139	0
140	0
141	1
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	1
152	1
153	0
154	0
155	0
156	1
157	0
158	1
159	0
160	0
161	1
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	1
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
