1.475698	571.436	0.01475698	39.0914
1.280359	571.203	0.01280359	39.0560
1.050966	571.015	0.01050966	39.0123
0.912409	570.578	0.00912409	38.9382
0.752378	570.416	0.00752378	38.804
0.547445	570.399	0.00547445	38.789
0.273723	569.28	0.00273723	38.8893
0.127737	566.649	0.00127737	38.2815
0.0547445	400.124	0.000547445	40.7231
-1.475698	518.584	0.01475698	39.1579
-1.280359	518.203	0.01280359	39.0560
-1.050966	518.015	0.01050966	39.0123
-0.912409	517.962	0.00912409	43.3234
-0.752378	517.368	0.00752378	41.267
-0.547445	517.069	0.00547445	42.9657
-0.273723	516.863	0.00273723	42.9665
-0.127737	512.901	0.00127737	42.542
-0.0547445	343.351	0.000547445	68.1564
