LECROYWR104Xi,20182,Waveform
Segments,1,SegmentSize,202
Segment,TrigTime,TimeSinceSegment1
#1,19-Mar-2015 18:58:40,0                 
Time,Ampl
-1.00012e-008,-0.00121894
-9.90122e-009,-0.000578968
-9.80122e-009,-0.00153893
-9.70122e-009,-0.000898956
-9.60122e-009,-0.00121894
-9.50122e-009,-0.000578968
-9.40122e-009,-0.00121894
-9.30122e-009,-0.000898956
-9.20122e-009,-0.00153893
-9.10122e-009,-0.00153893
-9.00122e-009,-0.00153893
-8.90122e-009,-0.00185892
-8.80122e-009,-0.00185892
-8.70122e-009,-0.000898956
-8.60122e-009,-0.00185892
-8.50122e-009,-0.00153893
-8.40122e-009,-0.00153893
-8.30122e-009,-0.000898956
-8.20122e-009,-0.00121894
-8.10122e-009,-0.000578968
-8.00122e-009,-0.00153893
-7.90122e-009,-0.00153893
-7.80122e-009,-0.00121894
-7.70122e-009,-0.00121894
-7.60122e-009,-0.00121894
-7.50122e-009,-0.00025898
-7.40122e-009,-0.00121894
-7.30122e-009,-0.000578968
-7.20122e-009,-0.000898956
-7.10122e-009,-0.000578968
-7.00122e-009,-0.000898956
-6.90122e-009,-0.000578968
-6.80122e-009,-0.00153893
-6.70122e-009,-0.000898956
-6.60122e-009,-0.00121894
-6.50122e-009,-0.000578968
-6.40122e-009,-0.00121894
-6.30122e-009,-0.000578968
-6.20122e-009,-0.00153893
-6.10122e-009,-0.00121894
-6.00122e-009,-0.00121894
-5.90122e-009,-0.000898956
-5.80122e-009,-0.00153893
-5.70122e-009,-0.000898956
-5.60122e-009,-0.00153893
-5.50122e-009,-0.00121894
-5.40122e-009,-0.000898956
-5.30122e-009,-0.000898956
-5.20122e-009,-0.00121894
-5.10122e-009,-0.00025898
-5.00122e-009,-0.00121894
-4.90122e-009,-0.000898956
-4.80122e-009,-0.000898956
-4.70122e-009,-0.000898956
-4.60122e-009,-0.00121894
-4.50122e-009,-0.000578968
-4.40122e-009,-0.00153893
-4.30122e-009,-0.00121894
-4.20122e-009,-0.00121894
-4.10122e-009,-0.000578968
-4.00122e-009,-0.00121894
-3.90122e-009,-0.000578968
-3.80122e-009,-0.00153893
-3.70122e-009,-0.000898956
-3.60122e-009,-0.00153893
-3.50122e-009,-0.00121894
-3.40122e-009,-0.00121894
-3.30122e-009,-0.000898956
-3.20122e-009,-0.00121894
-3.10122e-009,-0.00121894
-3.00122e-009,-0.00153893
-2.90122e-009,-0.00121894
-2.80122e-009,-0.00121894
-2.70122e-009,-0.00121894
-2.60122e-009,-0.00153893
-2.50122e-009,-0.00121894
-2.40122e-009,-0.00153893
-2.30122e-009,-0.00121894
-2.20122e-009,-0.000898956
-2.10122e-009,-0.000578968
-2.00122e-009,-0.00153893
-1.90122e-009,-0.000898956
-1.80122e-009,-0.00153893
-1.70122e-009,-0.00121894
-1.60122e-009,-0.00121894
-1.50122e-009,-0.000578968
-1.40122e-009,-0.00153893
-1.30122e-009,-0.00121894
-1.20122e-009,-0.00121894
-1.10122e-009,-0.00121894
-1.00122e-009,-0.00153893
-9.01224e-010,-0.000578968
-8.01224e-010,-0.00185892
-7.01224e-010,-0.00121894
-6.01224e-010,-0.00121894
-5.01224e-010,6.10076e-005
-4.01224e-010,0.00198093
-3.01224e-010,0.0055008
-2.01224e-010,0.00934065
-1.01224e-010,0.0138205
-1.22402e-012,0.0183003
9.8776e-011,0.0227801
1.98776e-010,0.0263
2.98776e-010,0.0291799
3.98776e-010,0.0323798
