LECROYWR104Xi,20182,Waveform
Segments,1,SegmentSize,202
Segment,TrigTime,TimeSinceSegment1
#1,19-Mar-2015 18:58:40,0                 
Time,Ampl
-1.00415e-008,-0.0016992
-9.94145e-009,-0.00105923
-9.84145e-009,-0.00041925
-9.74145e-009,-0.00105923
-9.64145e-009,-0.00137921
-9.54145e-009,-0.000739238
-9.44145e-009,-9.92627e-005
-9.34145e-009,-0.00041925
-9.24145e-009,-0.00105923
-9.14145e-009,-0.00105923
-9.04145e-009,-0.00137921
-8.94145e-009,-0.00105923
-8.84145e-009,-0.000739238
-8.74145e-009,-0.000739238
-8.64145e-009,-0.00105923
-8.54145e-009,-0.00137921
-8.44145e-009,-0.00137921
-8.34145e-009,-0.0016992
-8.24145e-009,-0.00105923
-8.14145e-009,-0.00041925
-8.04145e-009,-0.000739238
-7.94145e-009,-0.00105923
-7.84145e-009,-0.00137921
-7.74145e-009,-0.0016992
-7.64145e-009,-0.00105923
-7.54145e-009,-0.0016992
-7.44145e-009,-0.00233918
-7.34145e-009,-0.0016992
-7.24145e-009,-0.0016992
-7.14145e-009,-0.00137921
-7.04145e-009,-0.00105923
-6.94145e-009,-0.000739238
-6.84145e-009,-0.000739238
-6.74145e-009,-0.000739238
-6.64145e-009,-0.000739238
-6.54145e-009,-0.000739238
-6.44145e-009,-0.000739238
-6.34145e-009,-0.000739238
-6.24145e-009,-0.00105923
-6.14145e-009,-0.0016992
-6.04145e-009,-0.00201919
-5.94145e-009,-0.000739238
-5.84145e-009,-0.00041925
-5.74145e-009,-0.00041925
-5.64145e-009,-0.00041925
-5.54145e-009,-0.000739238
-5.44145e-009,-0.00105923
-5.34145e-009,-0.00137921
-5.24145e-009,-0.00137921
-5.14145e-009,-0.00105923
-5.04145e-009,-0.00105923
-4.94145e-009,-0.00105923
-4.84145e-009,-0.00137921
-4.74145e-009,-0.00105923
-4.64145e-009,-0.00105923
-4.54145e-009,-0.000739238
-4.44145e-009,-0.000739238
-4.34145e-009,-0.00137921
-4.24145e-009,-0.00137921
-4.14145e-009,-0.000739238
-4.04145e-009,0.000220725
-3.94145e-009,-9.92627e-005
-3.84145e-009,-0.000739238
-3.74145e-009,-0.00105923
-3.64145e-009,-0.0016992
-3.54145e-009,-0.00105923
-3.44145e-009,-0.000739238
-3.34145e-009,-0.000739238
-3.24145e-009,-0.00105923
-3.14145e-009,-0.00137921
-3.04145e-009,-0.0016992
-2.94145e-009,-0.0016992
-2.84145e-009,-0.0016992
-2.74145e-009,-0.0016992
-2.64145e-009,-0.0016992
-2.54145e-009,-0.00137921
-2.44145e-009,-0.00105923
-2.34145e-009,-0.00105923
-2.24145e-009,-0.00105923
-2.14145e-009,-0.00105923
-2.04145e-009,-0.0016992
-1.94145e-009,-0.00201919
-1.84145e-009,-0.00137921
-1.74145e-009,-0.00105923
-1.64145e-009,-0.000739238
-1.54145e-009,-0.000739238
-1.44145e-009,-0.00137921
-1.34145e-009,-0.00105923
-1.24145e-009,-0.00041925
-1.14145e-009,-9.92627e-005
-1.04145e-009,-9.92627e-005
-9.41454e-010,-0.000739238
-8.41454e-010,-0.000739238
-7.41454e-010,-0.00041925
-6.41454e-010,-0.00105923
-5.41454e-010,-0.00041925
-4.41454e-010,-0.00041925
-3.41454e-010,-0.00041925
-2.41454e-010,-0.00137921
-1.41454e-010,-0.00137921
-4.14539e-011,-0.00137921
5.85461e-011,-0.00137921
1.58546e-010,-0.00201919
2.58546e-010,-0.00137921
3.58546e-010,-0.000739238
4.58546e-010,-0.00105923
5.58546e-010,-0.000739238
6.58546e-010,-0.00041925
7.58546e-010,-0.00041925
8.58546e-010,-0.00041925
9.58546e-010,-0.00105923
1.05855e-009,-0.00105923
1.15855e-009,-0.0016992
1.25855e-009,-0.00137921
1.35855e-009,0.00438057
1.45855e-009,0.0210199
1.55855e-009,0.0395792
1.65855e-009,0.0488589
1.75855e-009,0.0504588
1.85855e-009,0.0517387
1.95855e-009,0.0530187
2.05855e-009,0.0526987
2.15855e-009,0.0536587
2.25855e-009,0.0536587
2.35855e-009,0.0546186
2.45855e-009,0.0539787
2.55855e-009,0.0555786
2.65855e-009,0.0549386
2.75855e-009,0.0552586
2.85855e-009,0.0546186
2.95855e-009,0.0542986
3.05855e-009,0.0523787
3.15855e-009,0.0472589
3.25855e-009,0.0334994
3.35855e-009,0.0162201
3.45855e-009,0.00502054
3.55855e-009,0.00150068
3.65855e-009,0.0008607
3.75855e-009,0.0008607
3.85855e-009,0.0008607
3.95855e-009,0.00118069
4.05855e-009,0.000540713
4.15855e-009,0.000220725
4.25855e-009,-0.000739238
4.35855e-009,-0.00041925
4.45855e-009,-0.00041925
4.55855e-009,-0.000739238
4.65855e-009,-9.92627e-005
4.75855e-009,0.000540713
4.85855e-009,0.000540713
4.95855e-009,0.0008607
5.05855e-009,0.000220725
5.15855e-009,0.000220725
5.25855e-009,0.000220725
5.35855e-009,-0.00041925
5.45855e-009,-0.00041925
5.55855e-009,-9.92627e-005
5.65855e-009,0.000540713
5.75855e-009,0.000220725
5.85855e-009,-9.92627e-005
5.95855e-009,-0.00041925
6.05855e-009,-0.00041925
6.15855e-009,0.000220725
6.25855e-009,0.000540713
6.35855e-009,0.0008607
6.45855e-009,0.00118069
6.55855e-009,0.00150068
6.65855e-009,0.00150068
6.75855e-009,0.00182066
6.85855e-009,0.00214065
6.95855e-009,0.00246064
7.05855e-009,0.00118069
7.15855e-009,0.00118069
7.25855e-009,0.000220725
7.35855e-009,0.000220725
7.45855e-009,-0.00041925
7.55855e-009,0.000220725
7.65855e-009,-0.00041925
7.75855e-009,-0.00041925
7.85855e-009,0.000540713
7.95855e-009,0.000220725
8.05855e-009,0.000540713
8.15855e-009,0.000220725
8.25855e-009,-0.00041925
8.35855e-009,-0.00137921
8.45855e-009,-0.00137921
8.55855e-009,-0.00105923
8.65855e-009,-0.00105923
8.75855e-009,-0.00201919
8.85855e-009,-0.00201919
8.95855e-009,-0.00233918
9.05855e-009,-0.00137921
9.15855e-009,-0.00041925
9.25855e-009,-0.00041925
9.35855e-009,-0.000739238
9.45855e-009,-0.000739238
9.55855e-009,-0.0016992
9.65855e-009,-0.0016992
9.75855e-009,-0.00137921
9.85855e-009,-0.00105923
9.95855e-009,-0.00105923
1.00585e-008,-0.00041925
